Year,Country,Temperature,SeaLevel,AgriculturalYield,,
2013,NGA,1.9,89.1,34.6,,
2014,NGA,3.151,89.1,34.6,,
2015,NGA,1.253,89.1,34.6,,
2016,NGA,1.091,89.1,34.6,,
2017,NGA,1.822,89.1,34.6,,
2018,NGA,1.326,89.1,34.6,,
2019,NGA,1.065,89.1,34.6,,
2020,NGA,0.925,89.1,34.6,,
2021,NGA,2.162,89.1,34.6,,
2022,NGA,1.975,89.1,34.6,,
2023,NGA,1.645,89.1,34.6,,
2024,NGA,1.055,89.1,34.6,,
2025,NGA,1.947,89.1,34.6,,
1990,UKR,1.58,89.1,34.6,,
1991,UKR,1.659,89.1,34.6,,
1992,UKR,1.421,89.1,34.6,,
1993,UKR,1.291,89.1,34.6,,
1994,UKR,2.322,89.1,34.6,,
1995,UKR,0.97,89.1,34.6,,
1996,UKR,0.869,89.1,34.6,,
1997,UKR,1.024,89.1,34.6,,
1998,UKR,2.144,89.1,34.6,,
1999,UKR,1.356,89.1,34.6,,
2000,UKR,1.011,89.1,34.6,,
2001,UKR,1.169,89.1,34.6,,
2002,UKR,1.913,89.1,34.6,,
2003,UKR,1.081,89.1,34.6,,
2004,UKR,1.571,89.1,34.6,,
2005,UKR,1.857,89.1,34.6,,
2006,UKR,0.884,89.1,34.6,,
2007,UKR,1.601,89.1,34.6,,
2008,UKR,1.249,89.1,34.6,,
2009,UKR,1.921,89.1,34.6,,
2010,UKR,1.683,89.1,34.6,,
2011,UKR,2.535,89.1,34.6,,
2012,UKR,4.691,89.1,34.6,,
2013,UKR,1.241,89.1,34.6,,
2014,UKR,1.59,89.1,34.6,,
2015,UKR,1.244,89.1,34.6,,
2016,UKR,1.366,89.1,34.6,,
2017,UKR,1.002,89.1,34.6,,
2018,UKR,1.037,89.1,34.6,,
2019,UKR,1.565,89.1,34.6,,
2020,UKR,1.22,89.1,34.6,,
2021,UKR,1.576,89.1,34.6,,
2022,UKR,1.845,89.1,34.6,,
2023,UKR,1.719,89.1,34.6,,
2024,UKR,1.483,89.1,34.6,,
2025,UKR,1.462,89.1,34.6,,
1990,IDN,1.608,89.1,34.6,,
1991,IDN,1.201,89.1,34.6,,
1992,IDN,1.231,89.1,34.6,,
1993,IDN,1.967,89.1,34.6,,
1994,IDN,1.162,89.1,34.6,,
1995,IDN,0.982,89.1,34.6,,
1996,IDN,1.087,89.1,34.6,,
1997,IDN,3.111,89.1,34.6,,
1998,IDN,1.616,89.1,34.6,,
1999,IDN,1.327,89.1,34.6,,
2000,IDN,1.571,89.1,34.6,,
2001,IDN,2.76,89.1,34.6,,
2002,IDN,4.249,89.1,34.6,,
2003,IDN,1.003,89.1,34.6,,
2004,IDN,2.369,89.1,34.6,,
2005,IDN,2.072,89.1,34.6,,
2006,IDN,1.01,89.1,34.6,,
2007,IDN,1.94,89.1,34.6,,
2008,IDN,1.125,89.1,34.6,,
2009,IDN,1.385,89.1,34.6,,
2010,IDN,1.892,89.1,34.6,,
2011,IDN,2.88,89.1,34.6,,
2012,IDN,2.126,89.1,34.6,,
2013,IDN,1.512,89.1,34.6,,
2014,IDN,3.42,89.1,34.6,,
2015,IDN,2.015,89.1,34.6,,
2016,IDN,1.195,89.1,34.6,,
2017,IDN,1.16,89.1,34.6,,
2018,IDN,1.194,89.1,34.6,,
2019,IDN,2.257,89.1,34.6,,
2020,IDN,1.509,89.1,34.6,,
2021,IDN,1.506,89.1,34.6,,
2022,IDN,2.03,89.1,34.6,,
2023,IDN,2.365,89.1,34.6,,
2024,IDN,3.331,89.1,34.6,,
2025,IDN,1.593,89.1,34.6,,
1990,KOR,2.968,89.1,34.6,,
1991,KOR,1.398,89.1,34.6,,
1992,KOR,2.244,89.1,34.6,,
1993,KOR,0.931,89.1,34.6,,
1994,KOR,1.894,89.1,34.6,,
1995,KOR,1.041,89.1,34.6,,
1996,KOR,0.877,89.1,34.6,,
1997,KOR,1.25,89.1,34.6,,
1998,KOR,1.595,89.1,34.6,,
1999,KOR,1.861,89.1,34.6,,
2000,KOR,1.326,89.1,34.6,,
2001,KOR,0.977,89.1,34.6,,
2002,KOR,1.507,89.1,34.6,,
2003,KOR,1.88,89.1,34.6,,
2004,KOR,0.826,89.1,34.6,,
2005,KOR,1.987,89.1,34.6,,
2006,KOR,1.395,89.1,34.6,,
2007,KOR,1.286,89.1,34.6,,
2008,KOR,0.929,89.1,34.6,,
2009,KOR,1.641,89.1,34.6,,
2010,KOR,1.093,89.1,34.6,,
2011,KOR,1.306,89.1,34.6,,
2012,KOR,1.05,89.1,34.6,,
2013,KOR,1.836,89.1,34.6,,
2014,KOR,1.233,89.1,34.6,,
2015,KOR,1.782,89.1,34.6,,
2016,KOR,1.885,89.1,34.6,,
2017,KOR,1.851,89.1,34.6,,
2018,KOR,0.884,89.1,34.6,,
2019,KOR,1.546,89.1,34.6,,
2020,KOR,2.355,89.1,34.6,,
2021,KOR,0.89,89.1,34.6,,
2022,KOR,1.462,89.1,34.6,,
2023,KOR,1.398,89.1,34.6,,
2024,KOR,1.425,89.1,34.6,,
2025,KOR,3.103,89.1,34.6,,
1990,NOR,1.349,89.1,34.6,,
1991,NOR,2.079,89.1,34.6,,
1992,NOR,2.451,89.1,34.6,,
1993,NOR,1.361,89.1,34.6,,
1994,NOR,3.245,89.1,34.6,,
1995,NOR,1.343,89.1,34.6,,
1996,NOR,1.274,89.1,34.6,,
1997,NOR,2.388,89.1,34.6,,
1998,NOR,1.219,89.1,34.6,,
1999,NOR,0.986,89.1,34.6,,
2000,NOR,0.897,89.1,34.6,,
2001,NOR,1.915,89.1,34.6,,
2002,NOR,1.051,89.1,34.6,,
2003,NOR,1.355,89.1,34.6,,
2004,NOR,2.167,89.1,34.6,,
2005,NOR,0.908,89.1,34.6,,
2006,NOR,1.195,89.1,34.6,,
2007,NOR,1.002,89.1,34.6,,
2008,NOR,1.089,89.1,34.6,,
2009,NOR,0.999,89.1,34.6,,
2010,NOR,1.16,89.1,34.6,,
2011,NOR,2.237,89.1,34.6,,
2012,NOR,1.374,89.1,34.6,,
2013,NOR,0.893,89.1,34.6,,
2014,NOR,1.689,89.1,34.6,,
2015,NOR,1.712,89.1,34.6,,
2016,NOR,1.768,89.1,34.6,,
2017,NOR,1.197,89.1,34.6,,
2018,NOR,1.72,89.1,34.6,,
2019,NOR,0.91,89.1,34.6,,
2020,NOR,1.204,89.1,34.6,,
2021,NOR,1.988,89.1,34.6,,
2022,NOR,2.572,89.1,34.6,,
2023,NOR,2.426,89.1,34.6,,
2024,NOR,2.93,89.1,34.6,,
2025,NOR,2.064,89.1,34.6,,
1990,NZL,1.9,89.1,34.6,,
1991,NZL,1.272,89.1,34.6,,
1992,NZL,1.14,89.1,34.6,,
1993,NZL,1.441,89.1,34.6,,
1994,NZL,1.034,89.1,34.6,,
1995,NZL,1.949,89.1,34.6,,
1996,NZL,1.272,89.1,34.6,,
1997,NZL,1.143,89.1,34.6,,
1998,NZL,1.341,89.1,34.6,,
1999,NZL,0.925,89.1,34.6,,
2000,NZL,1.125,89.1,34.6,,
2001,NZL,1.033,89.1,34.6,,
2002,NZL,1.518,89.1,34.6,,
2003,NZL,2.681,89.1,34.6,,
2004,NZL,0.923,89.1,34.6,,
2005,NZL,1.927,89.1,34.6,,
2006,NZL,1.027,89.1,34.6,,
2007,NZL,0.87,89.1,34.6,,
2008,NZL,1.31,89.1,34.6,,
2009,NZL,0.958,89.1,34.6,,
2010,NZL,1.401,89.1,34.6,,
2011,NZL,1.16,89.1,34.6,,
2012,NZL,0.684,89.1,34.6,,
2013,NZL,1.445,89.1,34.6,,
2014,NZL,0.886,89.1,34.6,,
2015,NZL,1.821,89.1,34.6,,
2016,NZL,1.218,89.1,34.6,,
2017,NZL,0.711,89.1,34.6,,
2018,NZL,0.986,89.1,34.6,,
2019,NZL,0.966,89.1,34.6,,
2020,NZL,0.817,89.1,34.6,,
2021,NZL,1.646,89.1,34.6,,
2022,NZL,0.984,89.1,34.6,,
2023,NZL,0.989,89.1,34.6,,
2024,NZL,3.233,89.1,34.6,,
2025,NZL,1.183,89.1,34.6,,
1990,UKR,0.855,89.1,34.6,,
1991,UKR,0.749,89.1,34.6,,
1992,UKR,1.08,89.1,34.6,,
1993,UKR,1.233,89.1,34.6,,
1994,UKR,1.397,89.1,34.6,,
1995,UKR,0.837,89.1,34.6,,
1996,UKR,1.287,89.1,34.6,,
1997,UKR,1.028,89.1,34.6,,
1998,UKR,1.13,89.1,34.6,,
1999,UKR,0.881,89.1,34.6,,
2000,UKR,0.809,89.1,34.6,,
2001,UKR,0.806,89.1,34.6,,
2002,UKR,0.542,89.1,34.6,,
2003,UKR,0.616,89.1,34.6,,
2004,UKR,0.847,89.1,34.6,,
2005,UKR,0.671,89.1,34.6,,
2006,UKR,0.825,89.1,34.6,,
2007,UKR,0.987,89.1,34.6,,
2008,UKR,1.32,89.1,34.6,,
2009,UKR,0.687,89.1,34.6,,
2010,UKR,1.207,89.1,34.6,,
2011,UKR,0.699,89.1,34.6,,
2012,UKR,1.338,89.1,34.6,,
2013,UKR,0.929,89.1,34.6,,
2014,UKR,0.483,89.1,34.6,,
2015,UKR,0.749,89.1,34.6,,
2016,UKR,1.092,89.1,34.6,,
2017,UKR,0.738,89.1,34.6,,
2018,UKR,0.554,89.1,34.6,,
2019,UKR,2.173,89.1,34.6,,
2020,UKR,0.935,89.1,34.6,,
2021,UKR,0.735,89.1,34.6,,
2022,UKR,0.694,89.1,34.6,,
2023,UKR,2.336,89.1,34.6,,
2024,UKR,1.127,89.1,34.6,,
2025,UKR,1.07,89.1,34.6,,
1990,TZA,0.67,89.1,34.6,,
1991,TZA,3.152,89.1,34.6,,
1992,TZA,1.681,89.1,34.6,,
1993,TZA,0.648,89.1,34.6,,
1994,TZA,0.513,89.1,34.6,,
1995,TZA,0.873,89.1,34.6,,
1996,TZA,0.491,89.1,34.6,,
1997,TZA,0.903,89.1,34.6,,
1998,TZA,1.571,89.1,34.6,,
1999,TZA,0.885,89.1,34.6,,
2000,TZA,4.429,89.1,34.6,,
2001,TZA,2.583,89.1,34.6,,
2002,TZA,1.85,89.1,34.6,,
2003,TZA,0.735,89.1,34.6,,
2004,TZA,1.395,89.1,34.6,,
2005,TZA,0.537,89.1,34.6,,
2006,TZA,1.833,89.1,34.6,,
2007,TZA,0.606,89.1,34.6,,
2008,TZA,0.699,89.1,34.6,,
2009,TZA,0.827,89.1,34.6,,
2010,TZA,1.457,89.1,34.6,,
2011,TZA,0.722,89.1,34.6,,
2012,TZA,4.373,89.1,34.6,,
2013,TZA,0.584,89.1,34.6,,
2014,TZA,0.511,89.1,34.6,,
2015,TZA,0.72,89.1,34.6,,
2016,TZA,0.434,89.1,34.6,,
2017,TZA,1.937,89.1,34.6,,
2018,TZA,0.88,89.1,34.6,,
2019,TZA,1.05,89.1,34.6,,
2020,TZA,0.742,89.1,34.6,,
2021,TZA,1.795,89.1,34.6,,
2022,TZA,1.087,89.1,34.6,,
2023,TZA,0.779,89.1,34.6,,
2024,TZA,2.446,89.1,34.6,,
2025,TZA,0.655,89.1,34.6,,
1990,SDN,2.201,89.1,34.6,,
1991,SDN,1.816,89.1,34.6,,
1992,SDN,2.3,89.1,34.6,,
1993,SDN,0.754,89.1,34.6,,
1994,SDN,0.81,89.1,34.6,,
1995,SDN,0.839,89.1,34.6,,
1996,SDN,0.577,89.1,34.6,,
1997,SDN,0.727,89.1,34.6,,
1998,SDN,0.719,89.1,34.6,,
1999,SDN,2.055,89.1,34.6,,
2000,SDN,4.839,89.1,34.6,,
2001,SDN,1.2,89.1,34.6,,
2002,SDN,1.346,89.1,34.6,,
2003,SDN,0.634,89.1,34.6,,
2004,SDN,0.843,89.1,34.6,,
2005,SDN,1.331,89.1,34.6,,
2006,SDN,0.721,89.1,34.6,,
2007,SDN,0.578,89.1,34.6,,
2008,SDN,1.928,89.1,34.6,,
2009,SDN,0.606,89.1,34.6,,
2010,SDN,0.789,89.1,34.6,,
2011,SDN,1.692,89.1,34.6,,
2012,SDN,1.51,89.1,34.6,,
2013,SDN,0.896,89.1,34.6,,
2014,SDN,1.546,89.1,34.6,,
2015,SDN,1.121,89.1,34.6,,
2016,SDN,0.559,89.1,34.6,,
2017,SDN,1.78,89.1,34.6,,
2018,SDN,0.562,89.1,34.6,,
2019,SDN,0.8,89.1,34.6,,
2020,SDN,2.38,89.1,34.6,,
2021,SDN,0.728,89.1,34.6,,
2022,SDN,0.912,89.1,34.6,,
2023,SDN,0.562,89.1,34.6,,
2024,SDN,1.656,89.1,34.6,,
2025,SDN,2.076,89.1,34.6,,
1990,ETH,1.383,89.1,34.6,,
1991,ETH,1.542,89.1,34.6,,
1992,ETH,1.383,89.1,34.6,,
1993,ETH,1.64,89.1,34.6,,
1994,ETH,0.53,89.1,34.6,,
1995,ETH,0.75,89.1,34.6,,
1996,ETH,0.664,89.1,34.6,,
1997,ETH,0.991,89.1,34.6,,
1998,ETH,0.796,89.1,34.6,,
1999,ETH,3.16,89.1,34.6,,
2000,ETH,1.813,89.1,34.6,,
2001,ETH,0.449,89.1,34.6,,
2002,ETH,1.057,89.1,34.6,,
2003,ETH,1.515,89.1,34.6,,
2004,ETH,1.661,89.1,34.6,,
2005,ETH,0.817,89.1,34.6,,
2006,ETH,0.403,89.1,34.6,,
2007,ETH,0.926,89.1,34.6,,
2008,ETH,2.71,89.1,34.6,,
2009,ETH,0.652,89.1,34.6,,
2010,ETH,0.689,89.1,34.6,,
2011,ETH,0.698,89.1,34.6,,
2012,ETH,0.823,89.1,34.6,,
2013,ETH,1.004,89.1,34.6,,
2014,ETH,0.755,89.1,34.6,,
2015,ETH,1.335,89.1,34.6,,
2016,ETH,0.692,89.1,34.6,,
2017,ETH,0.698,89.1,34.6,,
2018,ETH,0.745,89.1,34.6,,
2019,ETH,0.897,89.1,34.6,,
2020,ETH,0.692,89.1,34.6,,
2021,ETH,0.759,89.1,34.6,,
2022,ETH,2.158,89.1,34.6,,
2023,ETH,1.544,89.1,34.6,,
2024,ETH,0.531,89.1,34.6,,
2025,ETH,1.489,89.1,34.6,,
1990,DZA,0.732,89.1,34.6,,
1991,DZA,0.925,89.1,34.6,,
1992,DZA,0.847,89.1,34.6,,
1993,DZA,1.14,89.1,34.6,,
1994,DZA,0.532,89.1,34.6,,
1995,DZA,1.226,89.1,34.6,,
1996,DZA,0.524,89.1,34.6,,
1997,DZA,1.168,89.1,34.6,,
1998,DZA,1.257,89.1,34.6,,
1999,DZA,1.891,89.1,34.6,,
2000,DZA,1.573,89.1,34.6,,
2001,DZA,0.978,89.1,34.6,,
2002,DZA,0.703,89.1,34.6,,
2003,DZA,0.569,89.1,34.6,,
2004,DZA,0.559,89.1,34.6,,
2005,DZA,0.669,89.1,34.6,,
2006,DZA,1.086,89.1,34.6,,
2007,DZA,1.411,89.1,34.6,,
2008,DZA,0.638,89.1,34.6,,
2009,DZA,1.15,89.1,34.6,,
2010,DZA,0.609,89.1,34.6,,
2011,DZA,0.601,89.1,34.6,,
2012,DZA,0.92,89.1,34.6,,
2013,DZA,0.763,89.1,34.6,,
2014,DZA,0.632,89.1,34.6,,
2015,DZA,0.818,89.1,34.6,,
2016,DZA,0.772,89.1,34.6,,
2017,DZA,0.571,89.1,34.6,,
2018,DZA,0.537,89.1,34.6,,
2019,DZA,0.699,89.1,34.6,,
2020,DZA,1.129,89.1,34.6,,
2021,DZA,0.627,89.1,34.6,,
2022,DZA,0.818,89.1,34.6,,
2023,DZA,1.948,89.1,34.6,,
2024,DZA,2.491,89.1,34.6,,
2025,DZA,2.458,89.1,34.6,,
1990,SAU,0.925,89.1,34.6,,
1991,SAU,0.855,89.1,34.6,,
1992,SAU,0.593,89.1,34.6,,
1993,SAU,0.973,89.1,34.6,,
1994,SAU,0.892,89.1,34.6,,
1995,SAU,1.162,89.1,34.6,,
1996,SAU,1.509,89.1,34.6,,
1997,SAU,1.807,89.1,34.6,,
1998,SAU,0.681,89.1,34.6,,
1999,SAU,0.955,89.1,34.6,,
2000,SAU,3.004,89.1,34.6,,
2001,SAU,0.773,89.1,34.6,,
2002,SAU,1.149,89.1,34.6,,
2003,SAU,0.665,89.1,34.6,,
2004,SAU,0.475,89.1,34.6,,
2005,SAU,0.416,89.1,34.6,,
2006,SAU,0.814,89.1,34.6,,
2007,SAU,0.545,89.1,34.6,,
2008,SAU,1.183,89.1,34.6,,
2009,SAU,0.734,89.1,34.6,,
2010,SAU,1.932,89.1,34.6,,
2011,SAU,0.817,89.1,34.6,,
2012,SAU,1.234,89.1,34.6,,
2013,SAU,0.973,89.1,34.6,,
2014,SAU,1.279,89.1,34.6,,
2015,SAU,0.596,89.1,34.6,,
2016,SAU,0.547,89.1,34.6,,
2017,SAU,0.597,89.1,34.6,,
2018,SAU,0.64,89.1,34.6,,
2019,SAU,0.392,89.1,34.6,,
2020,SAU,0.898,89.1,34.6,,
2021,SAU,0.63,89.1,34.6,,
2022,SAU,0.887,89.1,34.6,,
2023,SAU,0.621,89.1,34.6,,
2024,SAU,1.586,89.1,34.6,,
2025,SAU,2.238,89.1,34.6,,
1990,HTI,0.629,89.1,34.6,,
1991,HTI,0.857,89.1,34.6,,
1992,HTI,0.456,89.1,34.6,,
1993,HTI,0.419,89.1,34.6,,
1994,HTI,0.762,89.1,34.6,,
1995,HTI,0.548,89.1,34.6,,
1996,HTI,0.427,89.1,34.6,,
1997,HTI,0.543,89.1,34.6,,
1998,HTI,0.768,89.1,34.6,,
1999,HTI,2.8,89.1,34.6,,
2000,HTI,1.314,89.1,34.6,,
2001,HTI,0.951,89.1,34.6,,
2002,HTI,1.091,89.1,34.6,,
2003,HTI,0.671,89.1,34.6,,
2004,HTI,1.116,89.1,34.6,,
2005,HTI,0.805,89.1,34.6,,
2006,HTI,0.599,89.1,34.6,,
2007,HTI,0.873,89.1,34.6,,
2008,HTI,0.825,89.1,34.6,,
2009,HTI,0.552,89.1,34.6,,
2010,HTI,0.876,89.1,34.6,,
2011,HTI,1.187,89.1,34.6,,
2012,HTI,1.626,89.1,34.6,,
2013,HTI,1.649,89.1,34.6,,
2014,HTI,1.476,89.1,34.6,,
2015,HTI,0.795,89.1,34.6,,
2016,HTI,0.914,89.1,34.6,,
2017,HTI,0.54,89.1,34.6,,
2018,HTI,0.613,89.1,34.6,,
2019,HTI,0.54,89.1,34.6,,
2020,HTI,0.637,89.1,34.6,,
2021,HTI,0.488,89.1,34.6,,
2022,HTI,0.615,89.1,34.6,,
2023,HTI,0.84,89.1,34.6,,
2024,HTI,0.664,89.1,34.6,,
2025,HTI,1.725,89.1,34.6,,
1990,EGY,1.183,89.1,34.6,,
1991,EGY,0.811,89.1,34.6,,
1992,EGY,0.491,89.1,34.6,,
1993,EGY,0.56,89.1,34.6,,
1994,EGY,0.537,89.1,34.6,,
1995,EGY,0.572,89.1,34.6,,
1996,EGY,0.432,89.1,34.6,,
1997,EGY,0.567,89.1,34.6,,
1998,EGY,0.671,89.1,34.6,,
1999,EGY,1.179,89.1,34.6,,
2000,EGY,0.473,89.1,34.6,,
2001,EGY,0.585,89.1,34.6,,
2002,EGY,1.247,89.1,34.6,,
2003,EGY,0.545,89.1,34.6,,
2004,EGY,0.593,89.1,34.6,,
2005,EGY,0.282,89.1,34.6,,
2006,EGY,0.764,89.1,34.6,,
2007,EGY,0.787,89.1,34.6,,
2008,EGY,0.504,89.1,34.6,,
2009,EGY,0.612,89.1,34.6,,
2010,EGY,0.616,89.1,34.6,,
2011,EGY,0.817,89.1,34.6,,
2012,EGY,1.394,89.1,34.6,,
2013,EGY,0.538,89.1,34.6,,
2014,EGY,0.569,89.1,34.6,,
2015,EGY,0.611,89.1,34.6,,
2016,EGY,0.572,89.1,34.6,,
2017,EGY,0.526,89.1,34.6,,
2018,EGY,0.506,89.1,34.6,,
2019,EGY,0.398,89.1,34.6,,
2020,EGY,0.796,89.1,34.6,,
2021,EGY,0.392,89.1,34.6,,
2022,EGY,0.837,89.1,34.6,,
2023,EGY,0.949,89.1,34.6,,
2024,EGY,0.73,89.1,34.6,,
2025,EGY,0.878,89.1,34.6,,
1990,IRN,0.514,89.1,34.6,,
1991,IRN,0.386,89.1,34.6,,
1992,IRN,0.362,89.1,34.6,,
1993,IRN,0.453,89.1,34.6,,
1994,IRN,0.65,89.1,34.6,,
1995,IRN,0.398,89.1,34.6,,
1996,IRN,0.476,89.1,34.6,,
1997,IRN,0.412,89.1,34.6,,
1998,IRN,0.504,89.1,34.6,,
1999,IRN,0.911,89.1,34.6,,
2000,IRN,0.598,89.1,34.6,,
2001,IRN,0.781,89.1,34.6,,
2002,IRN,0.901,89.1,34.6,,
2003,IRN,0.654,89.1,34.6,,
2004,IRN,0.51,89.1,34.6,,
2005,IRN,0.503,89.1,34.6,,
2006,IRN,0.546,89.1,34.6,,
2007,IRN,0.461,89.1,34.6,,
2008,IRN,0.274,89.1,34.6,,
2009,IRN,0.297,89.1,34.6,,
2010,IRN,0.774,89.1,34.6,,
2011,IRN,0.729,89.1,34.6,,
2012,IRN,0.722,89.1,34.6,,
2013,IRN,0.812,89.1,34.6,,
2014,IRN,0.53,89.1,34.6,,
2015,IRN,0.383,89.1,34.6,,
2016,IRN,0.385,89.1,34.6,,
2017,IRN,0.684,89.1,34.6,,
2018,IRN,0.461,89.1,34.6,,
2019,IRN,0.339,89.1,34.6,,
2020,IRN,0.532,89.1,34.6,,
2021,IRN,0.332,89.1,34.6,,
2022,IRN,0.42,89.1,34.6,,
2023,IRN,0.594,89.1,34.6,,
2024,IRN,0.631,89.1,34.6,,
2025,IRN,0.513,89.1,34.6,,
1990,ISR,0.414,89.1,34.6,,
1991,ISR,0.328,89.1,34.6,,
1992,ISR,0.5,89.1,34.6,,
1993,ISR,0.401,89.1,34.6,,
1994,ISR,0.473,89.1,34.6,,
1995,ISR,0.405,89.1,34.6,,
1996,ISR,0.324,89.1,34.6,,
1997,ISR,0.832,89.1,34.6,,
1998,ISR,1.007,89.1,34.6,,
1999,ISR,0.676,89.1,34.6,,
2000,ISR,0.366,89.1,34.6,,
2001,ISR,0.707,89.1,34.6,,
2002,ISR,0.377,89.1,34.6,,
2003,ISR,0.563,89.1,34.6,,
2004,ISR,0.24,89.1,34.6,,
2005,ISR,0.322,89.1,34.6,,
2006,ISR,0.331,89.1,34.6,,
2007,ISR,0.353,89.1,34.6,,
2008,ISR,0.312,89.1,34.6,,
2009,ISR,0.635,89.1,34.6,,
2010,ISR,0.44,89.1,34.6,,
2011,ISR,0.441,89.1,34.6,,
2012,ISR,0.643,89.1,34.6,,
2013,ISR,0.416,89.1,34.6,,
2014,ISR,0.783,89.1,34.6,,
2015,ISR,1.338,89.1,34.6,,
2016,ISR,0.435,89.1,34.6,,
2017,ISR,0.339,89.1,34.6,,
2018,ISR,0.388,89.1,34.6,,
2019,ISR,0.582,89.1,34.6,,
2020,ISR,0.371,89.1,34.6,,
2021,ISR,0.59,89.1,34.6,,
2022,ISR,0.775,89.1,34.6,,
2023,ISR,0.562,89.1,34.6,,
2024,ISR,0.846,89.1,34.6,,
2025,ISR,0.613,89.1,34.6,,
1990,PHL,0.389,89.1,34.6,,
1991,PHL,0.365,89.1,34.6,,
1992,PHL,0.878,89.1,34.6,,
1993,PHL,0.402,89.1,34.6,,
1994,PHL,0.349,89.1,34.6,,
1995,PHL,0.32,89.1,34.6,,
1996,PHL,0.363,89.1,34.6,,
1997,PHL,0.393,89.1,34.6,,
1998,PHL,0.508,89.1,34.6,,
1999,PHL,1.067,89.1,34.6,,
2000,PHL,0.482,89.1,34.6,,
2001,PHL,0.393,89.1,34.6,,
2002,PHL,0.31,89.1,34.6,,
2003,PHL,0.445,89.1,34.6,,
2004,PHL,0.469,89.1,34.6,,
2005,PHL,0.291,89.1,34.6,,
2006,PHL,0.418,89.1,34.6,,
2007,PHL,0.756,89.1,34.6,,
2008,PHL,0.831,89.1,34.6,,
2009,PHL,0.788,89.1,34.6,,
2010,PHL,0.364,89.1,34.6,,
2011,PHL,0.361,89.1,34.6,,
2012,PHL,0.652,89.1,34.6,,
2013,PHL,0.671,89.1,34.6,,
2014,PHL,0.543,89.1,34.6,,
2015,PHL,0.351,89.1,34.6,,
2016,PHL,0.571,89.1,34.6,,
2017,PHL,0.48,89.1,34.6,,
2018,PHL,0.284,89.1,34.6,,
2019,PHL,0.47,89.1,34.6,,
2020,PHL,0.528,89.1,34.6,,
2021,PHL,0.714,89.1,34.6,,
2022,PHL,0.559,89.1,34.6,,
2023,PHL,1.239,89.1,34.6,,
2024,PHL,0.394,89.1,34.6,,
2025,PHL,0.828,89.1,34.6,,
1990,THA,0.495,89.1,34.6,,
1991,THA,0.483,89.1,34.6,,
1992,THA,0.459,89.1,34.6,,
1993,THA,0.496,89.1,34.6,,
1994,THA,0.786,89.1,34.6,,
1995,THA,0.431,89.1,34.6,,
1996,THA,0.312,89.1,34.6,,
1997,THA,1.187,89.1,34.6,,
1998,THA,0.629,89.1,34.6,,
1999,THA,0.56,89.1,34.6,,
2000,THA,1.637,89.1,34.6,,
2001,THA,0.909,89.1,34.6,,
2002,THA,1.032,89.1,34.6,,
2003,THA,0.281,89.1,34.6,,
2004,THA,0.256,89.1,34.6,,
2005,THA,0.644,89.1,34.6,,
2006,THA,0.511,89.1,34.6,,
2007,THA,0.229,89.1,34.6,,
2008,THA,0.301,89.1,34.6,,
2009,THA,0.785,89.1,34.6,,
2010,THA,0.46,89.1,34.6,,
2011,THA,1.067,89.1,34.6,,
2012,THA,0.564,89.1,34.6,,
2013,THA,0.729,89.1,34.6,,
2014,THA,0.61,89.1,34.6,,
2015,THA,1.035,89.1,34.6,,
2016,THA,0.495,89.1,34.6,,
2017,THA,0.719,89.1,34.6,,
2018,THA,0.816,89.1,34.6,,
2019,THA,0.22,89.1,34.6,,
2020,THA,0.264,89.1,34.6,,
2021,THA,0.308,89.1,34.6,,
2022,THA,0.382,89.1,34.6,,
2023,THA,0.872,89.1,34.6,,
2024,THA,0.62,89.1,34.6,,
2025,THA,0.657,89.1,34.6,,
1990,TZA,1.509,89.1,34.6,,
1991,TZA,0.308,89.1,34.6,,
1992,TZA,0.546,89.1,34.6,,
1993,TZA,0.505,89.1,34.6,,
1994,TZA,0.447,89.1,34.6,,
1995,TZA,0.389,89.1,34.6,,
1996,TZA,1.056,89.1,34.6,,
1997,TZA,0.401,89.1,34.6,,
1998,TZA,0.587,89.1,34.6,,
1999,TZA,0.562,89.1,34.6,,
2000,TZA,1.185,89.1,34.6,,
2001,TZA,1.358,89.1,34.6,,
2002,TZA,0.491,89.1,34.6,,
2003,TZA,0.377,89.1,34.6,,
2004,TZA,0.519,89.1,34.6,,
2005,TZA,0.401,89.1,34.6,,
2006,TZA,0.337,89.1,34.6,,
2007,TZA,0.351,89.1,34.6,,
2008,TZA,0.245,89.1,34.6,,
2009,TZA,0.495,89.1,34.6,,
2010,TZA,0.36,89.1,34.6,,
2011,TZA,0.449,89.1,34.6,,
2012,TZA,0.948,89.1,34.6,,
2013,TZA,0.443,89.1,34.6,,
2014,TZA,0.494,89.1,34.6,,
2015,TZA,0.424,89.1,34.6,,
2016,TZA,0.469,89.1,34.6,,
2017,TZA,0.706,89.1,34.6,,
2018,TZA,0.668,89.1,34.6,,
2019,TZA,0.663,89.1,34.6,,
2020,TZA,0.58,89.1,34.6,,
2021,TZA,0.855,89.1,34.6,,
2022,TZA,1.019,89.1,34.6,,
2023,TZA,0.628,89.1,34.6,,
2024,TZA,0.771,89.1,34.6,,
2025,TZA,0.772,89.1,34.6,,
1990,COL,0.683,89.1,34.6,,
1991,COL,0.57,89.1,34.6,,
1992,COL,0.412,89.1,34.6,,
1993,COL,0.504,89.1,34.6,,
1994,COL,0.491,89.1,34.6,,
1995,COL,0.442,89.1,34.6,,
